Using January 2024 Universe,


Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap,
'AR776882',XS1793224632,RELX Finance BV,RELLN,1.500,5/13/2027,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,500.0,95.106200,0.971311,0.01665,0.000000,3.165,3.056,3.139,3.002,85,95.698,0.955,0.01662,3.182,2.858,3.147,2.801,75,-0.596,-0.285,40,29,42,30,
'BG491513',XS2126161764,RELX Finance BV,RELLN,0.500,3/10/2028,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,800.0,89.945800,0.411202,0.02505,0.000000,4.000,3.103,4.033,3.079,104,90.606,0.406,0.02504,4.018,2.915,4.043,2.893,96,-0.719,-0.310,53,43,56,46,
'BG491514',XS2126162069,RELX Finance BV,RELLN,0.875,3/10/2032,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,500.0,83.242200,0.719604,0.01455,0.000000,7.585,3.240,7.687,3.213,118,84.403,0.710,0.01464,7.612,3.057,7.707,3.032,109,-1.353,-0.656,64,53,71,59,
'74949LAA',XS1231027464,Relx Capital Inc.,RELLN,1.300,5/12/2025,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,600.0,96.747000,0.845355,0.02029,0.000000,1.287,3.814,1.296,3.774,97,97.108,0.831,0.02021,1.302,3.510,1.299,3.470,77,-0.354,-0.278,54,32,57,35,
'JK467248',XS1384281090,RELX Finance BV,RELLN,1.375,5/12/2026,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,750.0,96.161200,0.894126,0.02522,0.000000,2.239,3.092,2.236,3.065,76,96.511,0.879,0.02512,2.253,2.924,2.232,2.896,69,-0.343,-0.134,30,22,31,23,
'8P79QOXX',XS2631867533,RELX Finance BV,RELLN,3.750,6/12/2031,BBB1,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,750.0,102.494200,2.120902,0.02719,0.000000,6.106,3.353,6.300,3.305,130,103.984,2.080,0.02736,6.138,3.122,6.322,3.082,117,-1.366,-0.772,81,65,80,64,
'AN103462',FR0013250693,RCI Banque S.A.,RENAUL,1.625,4/11/2025,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,600.0,97.267600,1.194331,0.02047,0.000000,1.202,3.875,1.198,3.827,96,97.535,1.177,0.02037,1.216,3.632,1.198,3.581,82,-0.252,-0.189,53,36,57,40,
'AS667493',FR0013334695,RCI Banque S.A.,RENAUL,1.625,5/26/2026,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,95.062600,0.994536,0.02496,0.000000,2.252,3.824,2.280,3.789,149,95.588,0.977,0.02491,2.269,3.574,2.282,3.541,135,-0.525,-0.310,100,85,104,88,
'AX895475',FR0013412707,RCI Banque S.A.,RENAUL,1.750,4/10/2026,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,650.0,95.635400,1.290984,0.02183,0.000000,2.130,3.794,2.149,3.761,142,96.015,1.272,0.02175,2.145,3.601,2.149,3.570,134,-0.371,-0.171,94,85,98,88,
'ZP317924',FR0013476090,RCI Banque S.A.,RENAUL,1.125,1/15/2027,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,92.724400,1.094178,0.02438,0.000000,2.851,3.710,2.878,3.672,146,93.544,1.082,0.02441,2.871,3.397,2.886,3.361,125,-0.853,-0.571,99,79,104,82,
'736MZDXX',FR0014007KL5,RCI Banque S.A.,RENAUL,0.500,7/14/2025,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,95.160000,0.239071,0.02479,0.000000,1.461,3.833,1.485,3.797,110,95.422,0.234,0.02468,1.474,3.622,1.497,3.590,100,-0.269,-0.164,66,55,70,58,
'7LYYU6XX',FR001400B1L7,RCI Banque S.A.,RENAUL,4.750,7/6/2027,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,500.0,103.549600,2.375000,0.01835,0.000000,2.920,3.572,3.033,3.468,132,104.297,2.323,0.01834,2.938,3.336,3.017,3.254,121,-0.652,-0.358,90,78,89,77,
'7W1Y9ZXX',FR001400CRG6,RCI Banque S.A.,RENAUL,4.875,9/21/2028,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,650.0,104.057000,1.411885,0.02375,0.000000,3.917,3.866,4.040,3.796,178,105.698,1.359,0.02394,3.946,3.476,4.051,3.417,150,-1.483,-1.074,131,101,128,98,
'83EUB1XX',FR001400E904,RCI Banque S.A.,RENAUL,4.125,12/1/2025,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,100.209200,0.394467,0.02614,0.000000,1.563,3.996,1.636,3.814,131,100.677,0.349,0.02606,1.578,3.703,1.640,3.533,114,-0.418,-0.290,90,71,90,71,
'87HH7NXX',FR001400F0U6,RCI Banque S.A.,RENAUL,4.625,7/13/2026,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,101.701200,2.224044,0.02701,0.000000,2.082,3.825,2.157,3.704,143,102.187,2.173,0.02692,2.097,3.606,2.166,3.491,132,-0.417,-0.216,97,85,98,85,
'8GJ4R0XX',FR001400H2O3,RCI Banque S.A.,RENAUL,4.500,4/6/2027,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,101.566000,3.368852,0.02727,0.000000,2.681,3.937,2.810,3.815,163,102.631,3.320,0.02733,2.703,3.564,2.816,3.456,137,-0.959,-0.686,120,94,121,94,
'8OVDVCXX',FR001400IEQ0,RCI Banque S.A.,RENAUL,4.875,6/14/2028,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,104.091600,2.730533,0.02776,0.000000,3.659,3.798,3.762,3.730,169,105.112,2.677,0.02781,3.681,3.542,3.773,3.480,155,-0.897,-0.518,124,107,121,104,
'915Y82XX',FR001400KY69,RCI Banque S.A.,RENAUL,4.875,10/2/2029,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,103.855400,1.265369,0.02732,0.000000,4.708,4.076,4.866,4.010,203,105.132,1.212,0.02743,4.734,3.822,4.881,3.764,188,-1.151,-0.663,154,138,151,134,
'9160MWXX',FR001400KXW4,RCI Banque S.A.,RENAUL,4.625,10/2/2026,BBB2,EUR,FR,Corporate,Industrials,Automotive,Auto Loans,SENR,750.0,101.990800,1.200478,0.02681,0.000000,2.294,3.771,2.402,3.676,142,102.559,1.150,0.02675,2.310,3.537,2.410,3.451,130,-0.499,-0.272,97,84,97,84,
'AQ598577',XS1753814737,REN Finance B.V,RENEPL,1.750,1/18/2028,BBB2,EUR,PT,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,300.0,94.251000,1.687671,0.00997,0.000000,3.736,3.294,3.734,3.258,120,94.819,1.668,0.00996,3.753,3.133,3.739,3.096,114,-0.568,-0.193,70,62,73,65,
'EK739750',XS1189286286,REN Finance B.V,RENEPL,2.500,2/12/2025,BBB2,EUR,PT,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,98.598400,2.239726,0.01747,0.000000,1.040,3.816,1.060,3.781,78,98.748,2.212,0.01736,1.052,3.662,1.071,3.629,74,-0.121,-0.073,38,30,39,31,
'673X5HXX',XS2332186001,REN Finance B.V,RENEPL,0.500,4/16/2029,BBB2,EUR,PT,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,300.0,87.103200,0.360656,0.00909,0.000000,5.036,3.193,5.079,3.168,120,87.749,0.355,0.00909,5.055,3.042,5.092,3.018,115,-0.727,-0.209,63,56,69,61,
'AZ829898',XS2035620710,Repsol International Finance B.V.,REPSM,0.250,8/2/2027,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,90.143400,0.106557,0.02345,0.000000,3.447,3.213,3.478,3.188,108,90.529,0.104,0.02338,3.462,3.081,3.489,3.057,105,-0.423,-0.074,59,55,63,59,
'BH579343',XS2156581394,Repsol International Finance B.V.,REPSM,2.000,12/15/2025,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,97.513600,0.114754,0.02537,0.000000,1.861,3.342,1.818,3.293,82,97.749,0.093,0.02524,1.874,3.206,1.818,3.151,78,-0.218,-0.064,39,34,40,35,
'BH579344',XS2156583259,Repsol International Finance B.V.,REPSM,2.625,4/15/2030,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,750.0,97.355980,1.900615,0.02579,0.000000,5.579,3.094,5.571,3.050,108,98.151,1.872,0.02580,5.600,2.950,5.585,2.906,103,-0.766,-0.218,55,48,56,48,
'BJ814648',XS2185997884,Repsol International Finance B.V.,REPSM,3.750,6/11/2026,BBB3,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SUB,750.0,97.500000,2.131148,0.02589,0.000000,2.217,6.194,2.174,4.863,244,97.750,2.090,0.02576,2.230,6.205,2.179,4.745,242,-0.209,-0.007,285,283,198,196,
'BJ815149',XS2186001314,Repsol International Finance B.V.,REPSM,4.247,12/11/2028,BBB3,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SUB,750.0,97.125000,0.290096,0.02531,0.000000,4.323,4.914,4.329,5.178,281,97.494,0.244,0.02521,4.338,4.826,4.339,5.090,282,-0.330,0.110,327,327,230,229,
'BO583104',XS2320533131,Repsol International Finance B.V.,REPSM,2.500,3/22/2027,BBB3,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SUB,750.0,92.900000,1.974044,0.02465,0.000000,2.918,4.937,2.972,5.044,262,93.375,1.947,0.02459,2.934,4.758,2.975,4.894,257,-0.470,-0.176,271,265,224,215,
'EK628309',XS1148073205,Repsol International Finance B.V.,REPSM,2.250,12/10/2026,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,500.0,97.608640,0.159836,0.01694,0.000000,2.776,3.116,2.807,3.092,86,97.762,0.135,0.01684,2.788,3.057,2.818,3.034,90,-0.131,0.143,44,47,45,48,
'EK814844',XS1207058733,Repsol International Finance B.V.,REPSM,4.500,3/25/2025,BBB3,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SUB,726.0,99.255000,3.516393,0.02585,0.000000,1.122,5.113,1.134,4.482,205,99.500,3.467,0.02571,1.135,4.896,1.146,4.283,195,-0.190,-0.131,225,209,166,152,
'6HCBPOXX',XS2361358299,Repsol Europe Finance S.a.r.l.,REPSM,0.375,7/6/2029,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,650.0,85.885470,0.187500,0.01938,0.000000,5.269,3.216,5.317,3.190,123,86.477,0.183,0.01937,5.287,3.080,5.330,3.056,120,-0.677,-0.139,65,59,71,65,
'6HCB2YXX',XS2361358539,Repsol Europe Finance S.a.r.l.,REPSM,0.875,7/6/2033,BBB1,EUR,ES,Corporate,Industrials,Energy,Integrated Energy,SENR,600.0,79.480000,0.437500,0.01661,0.000000,8.755,3.444,8.909,3.413,131,80.380,0.428,0.01668,8.780,3.313,8.929,3.284,126,-1.102,-0.347,78,71,89,81,
'LW721354',BE0002256254,Resa SA,RESABE,1.000,7/22/2026,A3,EUR,BE,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,300.0,93.605000,0.456284,0.00978,0.000000,2.424,3.677,2.455,3.644,140,93.914,0.445,0.00974,2.438,3.531,2.467,3.501,135,-0.316,-0.080,89,84,94,88,
'8ZLVT8XX',XS2679898184,REWE International Finance BV,REWEEG,4.875,9/13/2030,BBB2,EUR,DE,Corporate,Industrials,Retail,Department Stores,SENR,900.0,105.177400,1.518443,0.03327,0.000000,5.590,3.975,5.579,3.893,190,105.919,1.465,0.03324,5.610,3.852,5.595,3.770,188,-0.641,-0.100,143,138,139,134,
'BH495950',FR0013506524,Pernod Ricard SA,RIFP,1.125,4/7/2025,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,1000.0,97.019600,0.839139,0.03391,0.000000,1.200,3.595,1.202,3.557,68,97.157,0.827,0.03370,1.212,3.458,1.209,3.419,66,-0.127,-0.063,26,20,29,23,
'BH495951',FR0013506532,Pernod Ricard SA,RIFP,1.750,4/8/2030,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,1000.0,91.968200,1.300547,0.03232,0.000000,5.704,3.185,5.732,3.153,119,92.828,1.281,0.03237,5.726,3.022,5.745,2.991,112,-0.893,-0.330,63,55,67,57,
'LW076028',FR0013172939,Pernod Ricard SA,RIFP,1.500,5/18/2026,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,600.0,96.669230,0.950820,0.02029,0.000000,2.254,2.976,2.232,2.948,65,97.027,0.934,0.02022,2.268,2.808,2.225,2.776,58,-0.349,-0.140,19,11,19,11,
'ZQ215900',FR0013456431,Pernod Ricard SA,RIFP,0.500,10/24/2027,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,500.0,91.484330,0.099727,0.01587,0.000000,3.663,2.898,3.682,2.876,80,91.970,0.094,0.01583,3.679,2.748,3.690,2.726,75,-0.522,-0.151,32,26,34,27,
'ZQ215901',FR0013456449,Pernod Ricard SA,RIFP,0.875,10/24/2031,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,500.0,84.331350,0.174522,0.01464,0.000000,7.303,3.174,7.390,3.147,114,85.374,0.165,0.01471,7.328,3.003,7.408,2.978,106,-1.208,-0.527,59,49,65,54,
'6S3KZLXX',FR0014005SC1,Pernod Ricard SA,RIFP,0.125,10/4/2029,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,500.0,84.638000,0.031762,0.01467,0.000000,5.554,3.083,5.605,3.060,110,85.330,0.030,0.01468,5.573,2.931,5.618,2.910,105,-0.809,-0.246,53,46,58,50,
'7DTWXQXX',FR0014009L57,Pernod Ricard SA,RIFP,1.375,4/7/2029,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,750.0,91.843200,1.025615,0.02413,0.000000,4.892,3.079,4.907,3.049,108,92.531,1.011,0.02413,4.911,2.925,4.918,2.896,102,-0.719,-0.219,53,46,56,48,
'80JBBAXX',FR001400DP44,Pernod Ricard SA,RIFP,3.750,11/2/2032,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,500.0,103.506700,0.655738,0.01804,0.000000,7.227,3.274,7.458,3.234,117,104.737,0.615,0.01812,7.257,3.113,7.481,3.077,110,-1.129,-0.466,72,63,71,61,
'80JBBFXX',FR001400DOV0,Pernod Ricard SA,RIFP,3.250,11/2/2028,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,600.0,100.718400,0.568306,0.02106,0.000000,4.172,3.079,4.317,3.013,101,101.464,0.533,0.02105,4.191,2.905,4.327,2.843,94,-0.696,-0.256,51,42,51,42,
'903DFMXX',FR001400KPB4,Pernod Ricard SA,RIFP,3.750,9/15/2027,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,600.0,102.105600,1.147541,0.02147,0.000000,3.161,3.095,3.263,3.014,90,102.541,1.107,0.02139,3.176,2.964,3.272,2.887,88,-0.380,-0.057,46,42,46,42,
'903E0UXX',FR001400KPC2,Pernod Ricard SA,RIFP,3.750,9/15/2033,BBB1,EUR,FR,Corporate,Industrials,Consumer Goods,Beverage,SENR,750.0,102.680000,1.147541,0.02698,0.000000,7.790,3.413,8.052,3.369,126,104.157,1.107,0.02715,7.826,3.232,8.082,3.194,117,-1.364,-0.675,84,72,83,71,
'BJ444770',XS2177013252,Reckitt Benckiser Treasury Services Nederland B.V,RKTLN,0.375,5/19/2026,A3,EUR,GB,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,850.0,93.929200,0.236680,0.02773,0.000000,2.287,3.071,2.310,3.047,75,94.241,0.233,0.02762,2.301,2.914,2.322,2.894,70,-0.325,-0.106,28,23,30,24,
'BJ444772',XS2177013765,Reckitt Benckiser Treasury Services Nederland B.V,RKTLN,0.750,5/19/2030,A3,EUR,GB,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,850.0,87.058400,0.473361,0.02578,0.000000,6.018,3.013,6.066,2.989,103,87.679,0.465,0.02577,6.036,2.892,6.080,2.869,100,-0.694,-0.100,47,42,51,46,
'8ZI42EXX',XS2681384041,Reckitt Benckiser Treasury Services PLC,RKTLN,3.875,9/14/2033,A3,EUR,GB,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,750.0,104.680000,1.196380,0.02751,0.000000,7.774,3.290,8.023,3.251,114,105.882,1.154,0.02761,7.805,3.145,8.051,3.110,108,-1.084,-0.397,73,64,72,63,
'8ZI3AQXX',XS2681383662,Reckitt Benckiser Treasury Services PLC,RKTLN,3.625,9/14/2028,A3,EUR,GB,Corporate,Industrials,Consumer Goods,Personal & Household Products,SENR,650.0,102.806400,1.119194,0.02340,0.000000,4.022,2.941,4.140,2.882,87,103.403,1.080,0.02336,4.039,2.801,4.151,2.746,84,-0.533,-0.113,38,32,38,32,
'6AF63GXX',XS2340538680,Crcc Hean Ltd,RLCONS,0.875,5/20/2026,A3,EUR,CN,Corporate,Industrials,Basic Industry,Building & Construction,SENR,300.0,93.031000,0.549863,0.00973,0.000000,2.254,4.012,2.287,3.973,168,93.232,0.540,0.00968,2.267,3.903,2.299,3.866,167,-0.204,0.013,116,115,122,121,
'EK762281',XS1195056079,Roche Finance Europe BV,ROSW,0.875,2/25/2025,AA2,EUR,CH,Corporate,Industrials,Healthcare,Pharmaceuticals,SENR,1000.0,97.326400,0.752740,0.03398,0.000000,1.095,3.302,1.099,3.269,30,97.507,0.743,0.03379,1.107,3.112,1.103,3.078,22,-0.174,-0.123,-9,-21,-9,-21,
'8CN0CBXX',XS2592088400,Roche Finance Europe BV,ROSW,3.355,2/27/2035,AA2,EUR,CH,Corporate,Industrials,Healthcare,Pharmaceuticals,SENR,500.0,102.673200,2.867836,0.01828,0.000000,8.804,3.063,9.097,3.025,84,104.311,2.831,0.01843,8.847,2.889,9.136,2.855,75,-1.494,-0.735,47,35,46,34,
'8CN0BBXX',XS2592088236,Roche Finance Europe BV,ROSW,3.204,8/27/2029,AA2,EUR,CH,Corporate,Industrials,Healthcare,Pharmaceuticals,SENR,750.0,101.700000,1.146787,0.02673,0.000000,4.846,2.859,4.994,2.806,83,102.577,1.112,0.02675,4.867,2.685,5.007,2.637,76,-0.812,-0.310,32,22,31,22,
'9A4G1LXX',XS2726335099,Roche Finance Europe BV,ROSW,3.586,12/4/2036,AA2,EUR,CH,Corporate,Industrials,Healthcare,Pharmaceuticals,SENR,900.0,104.550800,0.313530,0.03270,0.000000,10.106,3.145,10.452,3.108,85,105.804,0.274,0.03284,10.143,3.028,10.488,2.993,81,-1.145,-0.276,53,47,52,46,
'9A4HWGXX',XS2726331932,Roche Finance Europe BV,ROSW,3.312,12/4/2027,AA2,EUR,CH,Corporate,Industrials,Healthcare,Pharmaceuticals,SENR,600.0,101.785000,0.289574,0.02122,0.000000,3.552,2.814,3.607,2.778,70,102.309,0.253,0.02117,3.568,2.671,3.619,2.638,66,-0.476,-0.114,24,18,24,18,
'AP385358',FR0013290749,RTE Reseau de transport d'electricite,RTEFRA,1.875,10/23/2037,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,750.0,82.086000,0.379098,0.02143,0.000000,11.625,3.538,11.935,3.502,120,83.682,0.359,0.02168,11.675,3.372,11.979,3.338,111,-1.874,-0.894,80,71,90,79,
'AU589431',FR0013368164,RTE Reseau de transport d'electricite,RTEFRA,1.500,9/27/2030,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,90.427000,0.409836,0.01574,0.000000,6.212,3.098,6.252,3.068,109,91.369,0.393,0.01578,6.235,2.929,6.267,2.901,102,-1.009,-0.405,55,45,58,48,
'AU612751',FR0013368172,RTE Reseau de transport d'electricite,RTEFRA,2.125,9/27/2038,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,84.221000,0.580601,0.01469,0.000000,12.078,3.515,12.403,3.478,115,85.739,0.557,0.01484,12.130,3.368,12.450,3.332,108,-1.732,-0.717,79,71,88,78,
'BK306626',FR0013522695,RTE Reseau de transport d'electricite,RTEFRA,0.625,7/8/2032,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,81.100000,0.309085,0.01410,0.000000,7.997,3.198,8.113,3.172,112,82.204,0.302,0.01419,8.023,3.026,8.135,3.003,104,-1.330,-0.607,59,49,67,55,
'BK306627',FR0013522703,RTE Reseau de transport d'electricite,RTEFRA,1.125,7/8/2040,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,750.0,70.967000,0.556352,0.01859,0.000000,14.224,3.464,14.658,3.431,106,72.377,0.544,0.01881,14.276,3.325,14.706,3.294,100,-1.917,-0.734,68,62,84,75,
'EK331047',FR0011991488,RTE Reseau de transport d'electricite,RTEFRA,2.750,6/20/2029,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,600.0,98.097130,1.495219,0.02070,0.000000,4.910,3.133,4.958,3.109,113,98.735,1.465,0.02068,4.929,3.002,4.974,2.980,111,-0.606,-0.106,61,56,62,56,
'EK516309',FR0012199081,RTE Reseau de transport d'electricite,RTEFRA,2.625,10/9/2034,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,250.0,89.530200,0.631148,0.00781,0.000000,9.018,3.829,9.202,3.787,162,90.935,0.602,0.00787,9.057,3.657,9.235,3.616,153,-1.504,-0.736,115,105,123,111,
'JK691424',FR0013152899,RTE Reseau de transport d'electricite,RTEFRA,1.000,10/19/2026,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,650.0,94.415400,0.213115,0.02131,0.000000,2.673,3.122,2.701,3.098,87,94.808,0.202,0.02124,2.688,2.960,2.714,2.939,81,-0.401,-0.138,42,35,44,37,
'JK691450',FR0013152907,RTE Reseau de transport d'electricite,RTEFRA,2.000,4/18/2036,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,700.0,85.081000,1.431694,0.02098,0.000000,10.340,3.516,10.582,3.480,123,86.473,1.410,0.02116,10.382,3.361,10.620,3.326,116,-1.559,-0.684,81,73,90,80,
'QJ858742',FR0013060209,RTE Reseau de transport d'electricite,RTEFRA,1.625,11/27/2025,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,1000.0,96.931360,0.173156,0.03365,0.000000,1.817,3.323,1.799,3.284,79,97.235,0.155,0.03350,1.831,3.142,1.798,3.100,71,-0.294,-0.143,36,27,37,27,
'ZR420739',FR0013445137,RTE Reseau de transport d'electricite,RTEFRA,0.000,9/9/2027,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,89.454000,0.000000,0.01550,0.000000,3.568,3.077,3.601,3.053,96,89.868,0.000,0.01546,3.583,2.939,3.611,2.917,93,-0.461,-0.098,47,43,51,46,
'ZR420740',FR0013445152,RTE Reseau de transport d'electricite,RTEFRA,1.125,9/9/2049,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,700.0,63.264200,0.362705,0.01543,0.000000,20.578,3.258,21.002,3.228,92,65.232,0.350,0.01579,20.702,3.110,21.116,3.082,85,-2.982,-1.248,62,56,80,71,
'73ICTHXX',FR0014007LP4,RTE Reseau de transport d'electricite,RTEFRA,0.750,1/12/2034,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,850.0,78.928000,0.735616,0.02346,0.000000,9.247,3.247,9.421,3.220,109,80.157,0.727,0.02365,9.278,3.080,9.447,3.055,100,-1.510,-0.731,60,50,68,57,
'8RR4AKXX',FR001400J150,RTE Reseau de transport d'electricite,RTEFRA,3.750,7/4/2035,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,1000.0,102.855400,1.895492,0.03629,0.000000,8.936,3.439,9.246,3.396,120,104.451,1.855,0.03657,8.979,3.270,9.286,3.231,111,-1.462,-0.689,84,73,83,72,
'9AM4Q3XX',FR001400MIG4,Reseau de Transport d'Electricite,RTEFRA,3.500,12/7/2031,A2,EUR,FR,Corporate,Utility,Utility,Electric-Distr/Trans,SENR,500.0,101.988200,0.277322,0.01772,0.000000,6.636,3.204,6.846,3.160,114,103.092,0.239,0.01777,6.662,3.043,6.866,3.003,107,-1.031,-0.398,66,56,65,56,
'ZO836778',XS2242921711,Rentokil Initial PLC,RTOLN,0.500,10/14/2028,BBB2,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,600.0,87.720000,0.113388,0.01826,0.000000,4.568,3.324,4.612,3.297,131,88.471,0.108,0.01828,4.587,3.132,4.624,3.107,122,-0.841,-0.368,74,64,80,69,
'ZS667485',XS1996441066,Rentokil Initial PLC,RTOLN,0.875,5/30/2026,BBB2,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,500.0,94.270000,0.525956,0.01642,0.000000,2.294,3.401,2.321,3.373,108,94.586,0.516,0.01636,2.308,3.246,2.331,3.220,103,-0.322,-0.101,60,54,63,57,
'7MV9FJXX',XS2494945939,Rentokil Initial Finance BV,RTOLN,3.875,6/27/2027,BBB2,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,850.0,101.324200,2.032787,0.03044,0.000000,2.933,3.432,3.066,3.317,117,101.878,1.990,0.03037,2.949,3.252,3.074,3.144,110,-0.492,-0.191,74,65,74,65,
'7MV9FIXX',XS2494946820,Rentokil Initial Finance BV,RTOLN,4.375,6/27/2030,BBB2,EUR,GB,Corporate,Industrials,Services,Support-Services,SENR,600.0,104.422200,2.295082,0.02218,0.000000,5.291,3.569,5.451,3.518,154,105.707,2.247,0.02228,5.318,3.344,5.469,3.301,142,-1.146,-0.613,104,90,102,87,
'75513EAB',XS1822302193,RTX Corp.,RTX,2.150,5/18/2030,BBB1,EUR,US,Corporate,Industrials,Capital Goods,Aerospace/Defense,SENR,500.0,90.555000,1.362842,0.01592,0.000000,5.691,3.849,5.749,3.808,184,91.655,1.339,0.01599,5.717,3.638,5.764,3.599,173,-1.157,-0.595,124,112,132,118,
'LW663040',XS1405780617,Revvity Inc,RVTY,1.875,7/19/2026,BBB2,EUR,US,Corporate,Industrials,Healthcare,Medical Products,SENR,500.0,95.939000,0.870902,0.01677,0.000000,2.394,3.575,2.385,3.532,127,96.117,0.850,0.01668,2.406,3.492,2.392,3.447,129,-0.163,0.064,78,79,81,82,
'6C90OOXX',XS2351092478,RWE AG,RWE,0.625,6/11/2031,BBB2,EUR,DE,Corporate,Utility,Utility,Electric-Integrated,SENR,500.0,82.154000,0.355191,0.01429,0.000000,6.999,3.380,7.088,3.352,136,83.715,0.348,0.01446,7.031,3.109,7.110,3.084,118,-1.849,-1.184,77,59,86,66,
'6XS2TBXX',XS2412044641,RWE AG,RWE,1.000,11/26/2033,BBB2,EUR,DE,Corporate,Utility,Utility,Electric-Integrated,SENR,600.0,78.078600,0.109290,0.01625,0.000000,9.050,3.685,9.240,3.650,152,79.896,0.098,0.01651,9.090,3.429,9.270,3.398,135,-2.258,-1.488,97,80,112,92,
